16.83413438,2.250055628,43.9896702,-1,-1
16.16018143,2.528375642,49.40866435,1,1
14.80749844,2.265101295,41.67188983,-1,-1
14.33371275,1.291068392,37.98458148,1,1
13.23638125,1.003691445,34.31885796,1,-1
15.96362121,2.395821045,46.49306587,1,1
15.0271781,2.269709182,37.42651635,-1,-1
13.79970165,1.241663004,35.8448822,1,1
14.7087742,1.15562141,32.36076251,-1,-1
13.67476111,1.342046434,38.98913119,1,1
16.00677836,2.359123609,42.84991323,-1,-1
14.47340337,2.344364389,44.79137388,1,1
16.76727118,1.841365701,41.36070084,-1,1
13.06869016,1.843659272,37.32692994,1,1
16.31622364,1.272036545,45.09736224,1,1
15.5063639,2.098267119,37.8836692,-1,-1
15.15498606,2.292515887,38.01981226,-1,1
15.60203054,1.583178112,35.74295387,-1,-1
15.90651813,1.592431223,42.99754629,1,1
13.37795426,1.631324817,37.26749304,1,1
16.51029574,1.258078375,37.19320532,-1,-1
13.05744858,2.050750637,40.28035321,1,1
14.17721051,2.507329053,42.5622431,1,1
13.71965951,2.517051798,36.20966146,-1,-1
16.70517707,2.194393888,40.88071942,-1,-1
13.27272175,1.221023014,30.78960944,-1,-1
15.32437291,2.07927568,44.85476174,1,1
15.54860489,0.963661331,33.87583968,-1,-1
15.60507706,0.947001665,35.3768487,-1,-1
16.45848805,1.081805706,37.68067805,-1,-1
13.22381012,0.991464199,29.46169916,-1,-1
16.2674207,1.870087231,46.59871791,1,1
15.11568987,0.84672338,38.60027091,1,1
15.77740224,2.344652444,46.2708356,1,-1
13.84961959,2.145805947,40.7877692,1,1
15.17311978,2.551716076,43.71580953,1,1
15.81008109,1.685277197,39.62515232,-1,-1
16.82573823,2.009765797,46.30830161,1,1
14.77816865,2.480246956,38.65297997,-1,-1
13.34159132,1.777051149,33.26956138,-1,-1
13.22936059,1.264410329,29.71400913,-1,-1
15.51780194,2.651915036,49.28618133,1,1
16.18471627,0.772851031,43.16456568,1,1
15.76476533,1.352489146,36.17809232,-1,-1
14.38123145,2.646027248,42.02067216,-1,1
16.78726667,1.430065251,43.86173437,1,1
15.08076127,1.318299238,36.33657516,-1,-1
16.8152521,0.941824769,42.94316968,1,1
13.29438254,2.531531408,40.29607123,1,-1
13.82812779,0.970956411,33.81800719,-1,-1
