-1.987937691,-0.745384714,-0.170291769,-0.098030618
-1.429617621,-1.460924722,-1.214336567,-3.459980173
1.807836079,0.675994083,0.971475464,-0.188891228
3.297723012,2.103586761,2.627061077,3.059985976
-0.75943517,0.797931361,0.832886839,2.223140265
-2.234857975,0.039025352,-0.174557331,0.924768608
1.711412519,0.690285572,1.255374119,0.489621209
0.01959636,-0.184586764,-0.15380813,-1.511799254
-4.201932804,-2.139352182,-1.605711364,-2.148842144
4.721574056,3.120585889,2.758533922,2.916079664
2.69293979,1.270206004,1.225238115,0.0277424
-3.383530607,-1.693563368,-1.425175733,-2.160384328
3.396353925,2.455951541,2.321482172,2.702561917
-1.32594826,-0.741663224,-0.063017591,-0.541750046
-0.997460667,0.709411612,0.84752415,2.401920541
3.513862921,2.128317056,1.846424518,1.307303119
-1.058332602,-1.059187667,-0.994128212,-2.989111552
-1.798084873,-0.397204414,-0.07846954,0.243941522
1.26134577,0.880398682,1.184613911,0.988280577
4.938852909,4.388743174,3.436676925,5.323244166
0.735339209,1.80395995,1.691699115,3.452018849
-0.816512547,0.766183587,0.626007005,1.834710139
0.411256405,0.546325342,0.68343185,0.501932464
-0.789620097,0.156736912,0.335513278,0.617383646
3.941333599,3.710145438,3.200894839,5.17060159
-0.990777547,-0.154252894,0.698638935,1.233802433
-2.347526137,-0.665147233,0.095175903,0.872730738
1.223724104,1.211735319,1.892555162,2.773121564
0.871182773,1.291493894,0.615735548,0.651782295
2.29789895,2.993942426,2.718352571,5.132748633
4.160937165,3.466348026,2.426015165,3.157441306
4.547684637,4.2404643,3.318246552,5.329272752
2.372739662,2.834611873,1.552575965,2.567024081
1.092476966,2.148320447,1.56637661,3.188596698
3.004206658,2.601842728,2.571380282,3.740396625
-1.409317926,-1.287033268,-0.65693607,-2.191587399
-1.210319792,0.518616756,0.039632563,0.808201667
-2.502044516,-1.716832921,-1.279165464,-2.773119402
2.984574861,2.230211086,1.430826504,1.107289226
2.088125766,1.033041698,1.057233631,0.059383345
1.210413413,0.360100807,0.940210203,0.030107776
-0.080318124,-0.703174476,-0.470496667,-2.56384972
2.396899236,1.03861695,1.411194118,0.464106032
0.185250138,-0.507716636,-0.273245556,-2.239457856
0.321254527,0.005627369,-0.02615018,-1.367927534
-3.065105609,-1.281400892,-0.975038818,-1.166372995
-1.113398606,-0.117862672,-0.008943527,-0.022351238
1.85310391,0.6562346,0.788466105,-0.619937089
0.313679484,0.394505577,0.533027951,0.146881988
-0.900420993,-0.498949517,0.009207798,-0.580112806
2.16706964,1.131494841,1.858222115,1.680869354
-0.659065863,0.194029226,0.094958349,0.043011961
-0.444786044,0.299487161,0.103337299,-0.049052164
1.436306856,1.141385357,1.726103743,2.157285842
2.268294534,1.888991052,2.123297237,2.867291049
-2.0027185,0.057200166,-0.194784628,0.670349327
-0.360864781,-0.693332517,0.556214992,-0.220037718
-2.525892238,-1.908574134,-0.581096343,-1.544874564
0.364415454,0.043067759,0.008741185,-1.303865375
2.020554826,1.542809077,1.617083859,1.756421808
1.614549634,1.192626422,0.560128272,-0.301666619
2.576471429,1.88547427,2.250471236,2.809945285
3.655942766,2.768715969,2.901777752,3.916328611
3.775877268,2.03870216,1.669759392,0.602343729
3.457645055,2.232726256,1.776252867,1.327586887
4.817013011,4.105496194,3.231918433,4.752320114
4.482560975,2.328955037,1.947452817,0.741299713
3.194422001,2.058445014,2.002613925,1.869250726
1.496828052,0.520768199,1.115217144,0.254374575
0.383604501,-0.401087837,-0.261888608,-2.308469525
1.113080374,0.531793672,0.709849458,-0.161587735
2.825303757,1.839501258,1.438162999,0.890523404
-1.569914378,-0.867200692,-1.050253788,-2.397793981
1.511331656,1.094602421,1.811071708,2.205414202
1.327766573,1.691620701,1.045311097,1.454476359
2.702824586,0.983186158,1.244864971,-0.229908421
0.145812036,1.670812702,1.104636921,2.734274507
0.264584835,1.637148533,0.643424705,1.659413083
0.837341204,0.421663783,1.325061558,1.234445763
1.110188897,1.041899716,0.94725445,0.826219906
1.172297679,2.402051996,1.2977327,2.825219759
1.704191535,0.43045863,0.793989688,-0.68575351
-1.517698064,-1.101832566,-0.771372634,-2.126879794
-2.442750448,-0.320474372,-0.311020551,0.500235051
1.207758096,2.054398307,1.012646249,1.871932646
1.435350332,1.846695177,1.465301861,2.341948576
5.115745634,2.893686819,2.883307248,2.544555742
-1.35317178,-1.361223779,-0.612229335,-2.232510561
3.724251734,3.64258732,2.812903853,4.544143387
0.668168408,1.471858155,1.405724413,2.615138717
0.650880073,1.275079783,0.454795843,0.533791506
2.284978692,1.149374597,0.952258931,-0.231086373
1.150108035,1.0811195,0.875783007,0.682577329
1.631397477,0.989797275,1.343973406,1.046346533
0.645090589,1.011881194,1.467335623,2.301461715
-1.176447642,-0.43222134,-0.687121255,-1.630016256
-1.641979259,-1.996402484,-1.237335004,-3.829093279
1.890789238,2.821089147,2.163307581,4.256915092
1.816448446,0.051296382,0.803366891,-1.158418244
3.549989934,2.31221808,1.848800604,1.459829324
